season,holiday,workingday,weathersit,temp,atemp,hum,windspeed,hr,day,mnth,yr,dayofweek,rush_hour
2,0,0,1,0.52,0.5,0.55,0.2836,17,1,4,1,6,1
2,0,1,1,0.5,0.4848,0.77,0.194,10,20,4,1,4,0
4,0,1,2,0.36,0.3333,0.62,0.2836,9,15,12,0,3,1
4,0,1,2,0.32,0.3182,0.7,0.1642,2,27,11,1,1,0
4,0,1,2,0.4,0.4091,0.76,0.1045,12,5,12,0,0,0
1,0,1,3,0.22,0.2576,0.93,0.0896,13,23,1,1,0,0
2,0,0,1,0.32,0.3182,0.36,0.1642,4,7,4,1,5,0
4,0,1,1,0.44,0.4394,0.54,0.194,15,19,11,1,0,0
2,0,1,2,0.46,0.4545,0.94,0.2239,11,26,4,1,3,0
4,0,1,1,0.3,0.3182,0.61,0.1045,21,1,12,0,3,0
1,0,0,2,0.46,0.4545,0.94,0.3284,12,6,3,0,6,0
1,0,1,1,0.16,0.1212,0.26,0.4478,15,21,1,0,4,0
2,0,1,2,0.66,0.6061,0.78,0.4478,8,28,4,0,3,1
3,0,1,3,0.8,0.7273,0.46,0.2985,17,18,8,0,3,1
1,0,0,1,0.44,0.4394,0.44,0.1642,19,18,2,1,5,1
4,0,1,1,0.38,0.3939,0.76,0.0896,5,22,10,1,0,0
2,0,1,1,0.46,0.4545,0.28,0.1343,21,2,4,1,0,0
3,0,1,1,0.6,0.5606,0.83,0.1045,7,14,9,0,2,1
2,0,1,1,0.5,0.4848,0.45,0.2836,6,29,4,0,4,0
4,0,0,1,0.34,0.3333,0.53,0.1642,0,3,11,1,5,0
3,0,0,1,0.86,0.7879,0.41,0.1045,13,15,7,1,6,0
3,0,0,1,0.92,0.8333,0.33,0.2537,13,1,7,1,6,0
3,0,1,2,0.72,0.697,0.79,0.2239,9,4,9,1,1,1
3,0,1,1,0.84,0.803,0.53,0.2836,16,18,7,0,0,1
4,0,0,1,0.22,0.2273,0.75,0.194,7,12,11,0,5,1
4,0,1,1,0.54,0.5152,0.56,0.2239,12,10,10,1,2,0
3,0,1,1,0.6,0.5606,0.83,0.0,21,20,8,1,0,0
4,0,1,3,0.62,0.5455,0.94,0.2239,9,28,9,0,2,1
1,0,1,1,0.66,0.6212,0.27,0.2239,13,14,3,1,2,0
3,0,1,2,0.76,0.7273,0.66,0.0896,11,7,8,1,1,0
2,0,1,1,0.64,0.6212,0.47,0.1642,10,15,6,0,2,0
1,0,1,1,0.54,0.5152,0.34,0.2239,13,17,2,0,3,0
2,0,1,1,0.62,0.5606,0.88,0.1343,22,17,6,0,4,0
4,0,1,2,0.52,0.5,0.83,0.1045,8,24,10,1,2,1
3,0,0,2,0.8,0.803,0.66,0.2239,16,8,7,1,6,1
4,0,0,1,0.22,0.197,0.8,0.3284,4,30,10,0,6,0
3,0,1,1,0.64,0.5758,0.83,0.194,5,29,6,0,2,0
4,0,1,2,0.54,0.5152,0.88,0.3881,7,12,10,0,2,1
2,0,1,2,0.54,0.5152,0.45,0.3582,10,4,4,0,0,0
1,1,0,1,0.34,0.303,0.46,0.2985,9,26,12,0,0,1
1,0,0,1,0.16,0.1364,0.4,0.2836,19,12,2,1,6,1
1,0,1,1,0.12,0.1515,0.74,0.1045,6,4,1,0,1,0
2,0,1,2,0.56,0.5303,0.88,0.1343,2,15,5,1,1,0
4,0,1,1,0.36,0.3485,0.93,0.1343,10,7,11,0,0,0
1,0,0,3,0.24,0.2273,0.87,0.2239,3,11,2,1,5,0
2,0,1,1,0.42,0.4242,0.47,0.2985,23,29,3,1,3,0
2,0,1,1,0.6,0.6212,0.43,0.0896,18,19,4,1,3,1
3,0,1,1,0.64,0.5758,0.89,0.0,5,11,7,1,2,0
3,0,1,2,0.66,0.5909,0.89,0.4179,17,20,7,1,4,1
3,0,0,1,0.8,0.7727,0.59,0.3582,9,5,8,1,6,1
4,0,1,3,0.56,0.5303,0.6,0.2537,17,1,10,1,0,1
2,0,1,2,0.54,0.5152,0.68,0.1642,11,19,4,0,1,0
4,0,0,1,0.32,0.2879,0.45,0.3582,0,5,11,0,5,0
2,0,0,1,0.56,0.5303,0.68,0.2537,8,17,6,1,6,1
3,0,1,2,0.74,0.697,0.7,0.1343,9,23,6,0,3,1
1,0,0,2,0.42,0.4242,0.67,0.2537,12,3,3,1,5,0
3,0,0,3,0.56,0.5303,0.88,0.2537,15,8,9,1,5,0
2,0,0,1,0.54,0.5152,0.88,0.2239,23,15,5,0,6,0
1,0,1,2,0.52,0.5,0.88,0.1343,4,20,3,1,1,0
2,0,1,1,0.72,0.6515,0.37,0.2836,11,31,5,1,3,0
2,0,1,1,0.84,0.7576,0.44,0.0896,21,20,6,1,2,0
4,0,1,1,0.3,0.3333,0.61,0.0,22,1,12,0,3,0
3,0,1,1,0.74,0.6818,0.58,0.1642,20,30,8,1,3,0
1,0,1,2,0.26,0.2121,0.56,0.4478,15,27,12,1,3,0
1,0,1,1,0.16,0.1515,0.47,0.2537,16,24,1,0,0,1
3,0,1,1,0.7,0.6364,0.42,0.2239,9,30,6,0,3,1
3,0,1,1,0.68,0.6364,0.54,0.2537,9,22,8,0,0,1
3,0,0,1,0.66,0.5909,0.89,0.0,2,2,9,1,6,0
4,0,1,1,0.38,0.3939,0.5,0.3881,19,19,12,1,2,1
1,0,1,1,0.2,0.2273,0.47,0.0896,20,3,2,0,3,0
1,0,1,1,0.42,0.4242,0.28,0.1642,18,28,2,1,1,1
2,0,1,1,0.68,0.6212,0.32,0.1045,20,20,4,0,2,0
3,0,1,2,0.6,0.5909,0.69,0.4179,15,15,9,0,3,0
1,0,1,2,0.32,0.3333,0.66,0.0896,21,10,2,1,4,0
3,0,1,1,0.74,0.6667,0.51,0.194,8,10,8,0,2,1
4,0,1,1,0.44,0.4394,0.18,0.4179,13,8,11,1,3,0
2,0,1,2,0.62,0.5909,0.78,0.0,9,23,5,1,2,1
1,0,1,2,0.16,0.1818,0.55,0.1343,6,11,1,0,1,0
3,0,1,1,0.7,0.6364,0.45,0.194,21,1,7,0,4,0
3,0,1,3,0.6,0.5455,0.88,0.0896,7,7,9,0,2,1
4,0,0,1,0.5,0.4848,0.88,0.1045,23,9,10,0,6,0
1,0,1,1,0.22,0.197,0.37,0.3284,9,5,1,0,2,1
1,0,1,3,0.4,0.4091,0.87,0.0,18,29,2,1,2,1
3,0,0,1,0.68,0.6364,0.83,0.1343,6,15,7,1,6,0
3,0,0,2,0.7,0.6515,0.7,0.1045,12,22,7,1,6,0
1,0,1,1,0.3,0.3182,0.65,0.0896,22,25,1,1,2,0
3,0,1,1,0.7,0.6515,0.58,0.4478,8,16,8,0,1,1
3,0,1,1,0.94,0.9545,0.48,0.1642,12,22,7,0,4,0
4,0,1,2,0.44,0.4394,0.72,0.2239,6,14,11,0,0,0
2,0,1,1,0.5,0.4848,0.23,0.194,16,24,4,1,1,1
1,0,0,1,0.26,0.2727,0.75,0.1045,5,7,1,1,5,0
2,0,1,2,0.48,0.4697,0.88,0.1343,1,10,5,1,3,0
1,0,0,1,0.42,0.4242,0.54,0.194,17,27,2,0,6,1
1,0,1,2,0.32,0.303,0.57,0.2985,10,11,3,0,4,0
4,0,0,1,0.56,0.5303,0.52,0.2836,11,29,9,1,5,0
2,0,0,2,0.38,0.3939,0.87,0.2836,5,16,4,0,5,0
1,0,1,1,0.2,0.197,0.55,0.2239,6,16,2,0,2,0
3,0,0,2,0.64,0.5909,0.78,0.194,7,25,8,1,5,1
3,0,1,1,0.9,0.7879,0.27,0.0,15,1,8,0,0,0
4,0,1,2,0.56,0.5303,0.49,0.1642,18,10,10,1,2,1
1,0,1,1,0.2,0.1818,0.75,0.3881,8,7,3,0,0,1
4,0,0,1,0.42,0.4242,0.38,0.2985,16,19,11,0,5,1
3,0,0,1,0.68,0.6364,0.83,0.1045,22,3,9,0,5,0
3,0,0,1,0.72,0.697,0.79,0.1343,17,21,8,0,6,1
3,0,0,1,0.88,0.7727,0.3,0.2537,13,30,6,1,5,0
1,0,0,1,0.22,0.197,0.64,0.3582,0,29,1,0,5,0
2,0,0,1,0.62,0.5606,0.88,0.2239,5,12,6,0,6,0
3,0,0,1,0.66,0.6212,0.36,0.2537,18,9,9,1,6,1
1,0,0,1,0.24,0.2273,0.65,0.2537,4,12,3,0,5,0
2,0,0,1,0.56,0.5303,0.56,0.0896,2,17,6,1,6,0
3,0,1,1,0.6,0.6212,0.43,0.2836,5,27,6,1,2,0
1,0,1,1,0.7,0.6364,0.37,0.3284,17,18,3,0,4,1
4,0,0,1,0.64,0.6212,0.41,0.4478,13,14,10,1,6,0
2,0,1,2,0.24,0.2273,0.93,0.2537,21,30,3,0,2,0
2,0,1,1,0.34,0.303,0.46,0.4179,16,1,4,0,4,1
4,0,0,1,0.36,0.3636,0.5,0.0896,13,3,12,0,5,0
2,0,1,1,0.36,0.3485,0.57,0.194,14,11,4,1,2,0
1,0,1,2,0.14,0.1364,0.63,0.2239,22,24,1,0,0,0
3,0,1,1,0.56,0.5303,0.94,0.0,21,20,9,0,1,0
3,0,1,1,0.64,0.6061,0.69,0.1045,3,12,7,1,3,0
3,0,1,1,0.72,0.6364,0.26,0.4925,16,26,6,1,1,1
3,0,1,2,0.76,0.7273,0.66,0.0,9,8,8,1,2,1
3,0,0,1,0.76,0.7424,0.75,0.1045,9,7,8,0,6,1
4,0,1,2,0.26,0.2576,0.56,0.1642,5,13,12,1,3,0
1,0,1,2,0.18,0.197,0.93,0.1642,8,10,1,1,1,1
4,0,1,2,0.46,0.4545,0.88,0.1045,4,10,10,1,2,0
3,0,1,1,0.56,0.5303,0.88,0.0,4,13,9,0,1,0
4,0,1,2,0.28,0.3182,0.87,0.0,8,31,10,0,0,1
1,0,0,1,0.2,0.1667,0.32,0.4925,14,8,1,0,5,0
4,0,0,1,0.32,0.3182,0.61,0.1642,10,15,12,1,5,0
2,0,1,1,0.46,0.4545,0.41,0.2836,21,6,4,0,2,0
3,0,0,2,0.78,0.7273,0.55,0.194,10,1,9,1,5,0
2,0,0,2,0.74,0.6818,0.58,0.1642,17,11,6,0,5,1
3,0,1,1,0.66,0.5909,0.89,0.1045,3,31,8,1,4,0
4,0,0,2,0.24,0.2879,0.75,0.0,6,15,12,1,5,0
3,0,0,1,0.6,0.5455,0.88,0.0,4,22,7,1,6,0
2,0,0,3,0.52,0.5,0.83,0.5821,15,16,4,0,5,0
1,0,1,1,0.34,0.3333,0.25,0.194,16,30,1,1,0,1
1,0,1,1,0.42,0.4242,0.82,0.2836,9,28,2,0,0,1
1,0,0,1,0.24,0.2273,0.7,0.194,7,12,3,0,5,1
4,0,1,2,0.46,0.4545,0.67,0.0,14,5,12,0,0,0
3,0,1,2,0.72,0.697,0.74,0.1343,7,23,6,0,3,1
1,0,0,1,0.26,0.2727,0.87,0.1343,2,27,2,0,6,0
2,0,1,1,0.22,0.2121,0.37,0.2537,5,29,3,0,1,0
3,0,1,1,0.72,0.6818,0.7,0.1343,21,1,8,1,2,0
2,0,1,3,0.28,0.2576,0.93,0.2836,20,31,3,0,3,0
1,0,1,1,0.22,0.2727,0.64,0.0,4,8,3,0,1,0
4,0,1,3,0.54,0.5152,0.94,0.0,7,19,10,1,4,1
1,0,1,3,0.4,0.4091,0.0,0.1642,10,10,3,0,3,0
2,0,0,1,0.52,0.5,0.19,0.4179,15,7,4,1,5,0
3,0,1,2,0.68,0.6364,0.79,0.3284,7,25,8,0,3,1
2,0,0,1,0.4,0.4091,0.82,0.2239,5,31,3,1,5,0
1,0,1,1,0.22,0.2121,0.44,0.2836,7,30,1,1,0,1
3,0,1,1,0.74,0.7121,0.74,0.2537,17,26,8,0,4,1
4,0,1,3,0.56,0.5303,0.88,0.1045,4,28,9,1,4,0
3,0,1,2,0.6,0.5455,0.88,0.194,5,15,8,0,0,0
4,0,1,1,0.3,0.3182,0.65,0.0896,1,19,12,1,2,0
3,0,0,1,0.72,0.6515,0.45,0.1343,11,26,6,0,6,0
3,0,0,2,0.6,0.5455,0.88,0.1642,1,22,7,1,6,0
4,0,1,1,0.44,0.4394,0.54,0.2537,13,19,11,1,0,0
3,0,1,1,0.56,0.5303,0.88,0.1045,6,13,9,0,1,0
4,0,1,1,0.44,0.4394,0.67,0.5821,9,20,10,0,3,1
4,0,1,3,0.54,0.5152,0.94,0.2836,14,12,10,0,2,0
1,0,1,2,0.4,0.4091,0.5,0.2985,14,24,2,0,3,0
4,1,0,2,0.42,0.4242,0.63,0.1642,12,8,10,1,0,0
4,1,0,1,0.36,0.3788,0.76,0.0,19,22,11,1,3,1
2,0,1,2,0.32,0.303,0.93,0.2537,16,8,4,0,4,1
3,0,1,1,0.7,0.6515,0.54,0.0,22,28,8,1,1,0
1,0,0,1,0.24,0.2424,0.7,0.1642,6,11,3,1,6,0
2,0,1,1,0.66,0.6212,0.41,0.2985,17,4,4,1,2,1
3,0,1,1,0.66,0.6061,0.83,0.1045,8,7,9,1,4,1
2,0,0,1,0.56,0.5303,0.43,0.1642,9,19,5,1,5,1
3,0,0,1,0.7,0.6515,0.48,0.2239,9,12,8,1,6,1
4,0,0,1,0.38,0.3939,0.87,0.1343,22,7,10,1,6,0
1,0,0,1,0.14,0.2121,0.8,0.0,2,12,2,0,5,0
3,0,1,1,0.62,0.5606,0.88,0.0896,1,27,8,1,0,0
2,0,0,1,0.6,0.6212,0.46,0.1045,16,8,5,0,6,1
3,0,1,1,0.72,0.697,0.79,0.0,22,5,9,1,2,0
2,0,1,1,0.7,0.6364,0.37,0.2836,19,15,6,0,2,1
4,0,1,1,0.4,0.4091,0.87,0.0896,9,18,12,1,1,1
3,0,1,2,0.66,0.6212,0.74,0.0896,8,23,8,1,3,1
4,0,1,2,0.6,0.5758,0.78,0.1642,15,11,10,0,1,0
4,0,0,1,0.5,0.4848,0.48,0.0896,12,11,11,1,6,0
4,0,0,3,0.22,0.197,0.93,0.3284,18,29,10,0,5,1
3,0,1,1,0.64,0.6061,0.69,0.1343,0,15,9,0,3,0
2,0,1,2,0.44,0.4394,0.54,0.2985,10,22,3,0,1,0
1,0,1,3,0.44,0.4394,0.0,0.2239,15,10,3,0,3,0
2,0,1,1,0.64,0.6061,0.69,0.0896,23,6,6,0,0,0
4,0,1,1,0.3,0.2879,0.61,0.2239,20,6,11,1,1,0
3,0,1,1,0.9,0.8485,0.42,0.2985,16,19,7,0,1,1
2,0,1,2,0.54,0.5152,1.0,0.0,6,23,5,0,0,0
3,0,1,1,0.72,0.6667,0.64,0.0,6,9,8,0,1,0
3,0,0,1,0.68,0.6364,0.69,0.0896,2,10,7,0,6,0
3,0,1,2,0.86,0.7879,0.41,0.1045,19,22,7,0,4,1
4,0,1,1,0.56,0.5303,0.46,0.0896,13,6,10,0,3,0
2,0,1,1,0.52,0.5,0.77,0.1642,1,7,6,1,3,0
3,0,1,1,0.7,0.6667,0.84,0.1045,3,20,7,0,2,0
1,0,1,2,0.34,0.3333,0.66,0.1343,18,7,2,0,0,1
4,0,1,1,0.54,0.5152,0.37,0.3582,11,12,10,1,4,0
1,0,1,1,0.22,0.2727,0.8,0.0,9,7,2,0,0,1
1,0,1,2,0.22,0.2273,0.47,0.194,0,5,1,1,3,0
4,0,1,2,0.56,0.5303,0.64,0.194,11,15,11,0,1,0
4,1,0,1,0.36,0.3485,0.71,0.1642,22,24,11,0,3,0
3,0,1,1,0.7,0.6515,0.54,0.1343,11,15,7,0,4,0
3,0,0,1,0.7,0.6515,0.61,0.2239,12,3,9,0,5,0
4,0,0,3,0.36,0.3485,0.93,0.1642,16,9,12,1,6,1
1,0,1,3,0.18,0.2121,0.86,0.1045,10,28,1,0,4,0
4,0,1,1,0.48,0.4697,0.51,0.1045,16,2,11,0,2,1
2,0,1,1,0.46,0.4545,0.94,0.194,5,11,4,0,0,0
1,0,1,2,0.62,0.6212,0.38,0.5522,18,8,3,1,3,1
2,0,1,2,0.26,0.2424,0.3,0.2836,11,28,3,0,0,0
1,0,1,2,0.36,0.3636,0.87,0.1045,7,21,12,0,2,1
1,1,0,1,0.24,0.2576,0.35,0.0,9,2,1,1,0,1
3,0,1,1,0.58,0.5455,0.78,0.0896,3,1,9,0,3,0
2,0,1,2,0.62,0.6061,0.69,0.194,13,2,5,0,0,0
3,0,1,3,0.82,0.7576,0.46,0.1343,13,13,7,0,2,0
3,0,1,1,0.6,0.5455,0.88,0.2537,6,15,8,0,0,0
3,0,0,1,0.78,0.697,0.46,0.2985,11,9,7,0,5,0
3,0,0,1,0.66,0.5909,0.89,0.0896,23,1,9,1,5,0
2,0,1,1,0.68,0.6364,0.69,0.1642,3,10,6,0,4,0
1,0,1,1,0.28,0.2576,0.61,0.3881,6,7,3,1,2,0
4,0,1,1,0.32,0.3485,0.87,0.0,1,5,12,0,0,0
4,0,1,1,0.56,0.5303,0.88,0.0896,6,27,9,1,3,0
2,0,1,3,0.52,0.5,0.83,0.1343,5,18,6,1,0,0
1,0,1,1,0.12,0.1212,0.55,0.2537,5,19,1,1,3,0
1,0,0,1,0.06,0.0606,0.41,0.2239,23,23,1,0,6,0
4,0,0,1,0.5,0.4848,0.59,0.1343,9,20,10,1,5,1
1,0,0,2,0.2,0.1818,0.8,0.3881,17,21,1,1,5,1
1,0,1,1,0.36,0.3333,0.5,0.2537,18,23,12,0,4,1
3,0,0,1,0.82,0.7727,0.52,0.5224,13,8,9,1,5,0
2,0,1,2,0.32,0.3182,0.76,0.1642,20,23,4,1,0,0
1,0,1,1,0.16,0.2273,0.59,0.0,8,6,1,0,3,1
3,0,1,1,0.76,0.7273,0.66,0.1045,20,5,7,0,1,0
1,0,1,1,0.44,0.4394,0.54,0.0,23,23,2,1,3,0
2,0,0,1,0.5,0.4848,0.77,0.194,19,10,4,0,6,1
4,0,0,1,0.62,0.6212,0.41,0.2537,16,29,9,1,5,1
3,0,1,2,0.7,0.6667,0.79,0.194,6,7,8,1,1,0
3,0,0,2,0.72,0.6818,0.7,0.1642,23,4,9,0,6,0
1,0,1,2,0.32,0.3333,0.93,0.1343,3,24,1,1,1,0
1,0,0,1,0.3,0.303,0.56,0.1343,11,28,1,1,5,0
3,0,0,1,0.72,0.697,0.74,0.2537,5,5,8,1,6,0
1,0,1,1,0.32,0.3333,0.66,0.0896,21,10,1,1,1,0
2,0,1,1,0.42,0.4242,0.94,0.1343,5,12,5,0,3,0
2,0,1,1,0.76,0.6667,0.25,0.4627,12,2,6,0,3,0
1,0,1,1,0.2,0.1667,0.44,0.4179,1,3,1,0,0,0
1,0,0,1,0.04,0.0758,0.57,0.1045,23,22,1,0,5,0
2,0,1,1,0.62,0.6061,0.69,0.4478,15,17,5,0,1,0
1,0,0,1,0.42,0.4242,0.41,0.2985,13,11,3,1,6,0
1,0,1,1,0.16,0.1667,0.5,0.1642,20,10,1,0,0,0
2,0,1,1,0.44,0.4394,0.33,0.3284,13,6,4,1,4,0
2,0,1,1,0.64,0.6061,0.69,0.2239,14,2,5,0,0,0
1,0,1,1,0.24,0.2424,0.7,0.1343,8,6,1,1,4,1
3,0,1,2,0.62,0.5909,0.78,0.2537,18,20,8,1,0,1
2,0,1,1,0.4,0.4091,0.66,0.2239,5,10,5,0,1,0
3,0,0,2,0.64,0.5758,0.89,0.194,7,3,7,0,6,1
1,0,1,1,0.48,0.4697,0.41,0.2239,12,17,2,0,3,0
2,0,1,1,0.68,0.6364,0.65,0.1642,16,15,5,1,1,1
1,0,1,1,0.34,0.3182,0.53,0.2537,20,21,2,1,1,0
4,0,0,2,0.5,0.4848,0.63,0.1343,12,20,11,0,6,0
4,0,1,1,0.3,0.3333,0.87,0.0,1,2,11,0,2,0
2,0,0,3,0.6,0.6212,0.35,0.1642,14,7,5,0,5,0
1,0,1,1,0.22,0.2576,0.75,0.0896,1,6,2,1,0,0
3,0,1,1,0.74,0.7121,0.79,0.1343,23,3,8,1,4,0
1,0,0,1,0.42,0.4242,0.54,0.194,17,31,12,0,5,1
3,0,1,2,0.8,0.7879,0.63,0.3582,15,8,7,0,4,0
4,0,1,1,0.34,0.3333,0.46,0.0,12,14,11,1,2,0
3,0,1,2,0.64,0.6061,0.73,0.2239,7,27,6,0,0,1
4,0,1,1,0.6,0.5909,0.69,0.1642,17,25,10,1,3,1
3,0,1,3,0.62,0.5909,0.73,0.1045,19,21,8,1,1,1
4,0,1,3,0.5,0.4848,1.0,0.1045,5,19,10,0,2,0
3,0,0,1,0.9,0.8485,0.42,0.4627,14,5,8,1,6,0
3,0,0,1,0.74,0.697,0.66,0.1642,16,14,8,0,6,1
2,0,0,1,0.5,0.4848,0.36,0.2239,22,8,4,1,6,0
1,0,1,1,0.56,0.5303,0.4,0.1343,15,12,3,1,0,0
4,0,1,1,0.42,0.4242,0.35,0.2836,16,16,11,1,4,1
3,0,0,1,0.72,0.6818,0.7,0.0,2,28,7,1,5,0
3,0,0,2,0.7,0.6515,0.51,0.1045,1,14,7,1,5,0
2,1,0,1,0.62,0.6061,0.61,0.3582,1,16,4,1,0,0
2,0,1,1,0.42,0.4242,0.44,0.2836,22,29,3,1,3,0
1,0,1,1,0.3,0.2424,0.42,0.7761,1,15,2,0,1,0
2,0,1,1,0.6,0.5606,0.83,0.2239,6,13,6,1,2,0
1,0,1,3,0.42,0.4242,0.82,0.3881,14,27,12,0,1,0
4,1,0,1,0.3,0.3182,0.61,0.0896,6,24,11,0,3,0
2,0,0,1,0.2,0.197,0.47,0.194,3,26,3,0,5,0
4,0,1,1,0.3,0.2879,0.56,0.2239,19,6,11,1,1,1
1,0,0,1,0.26,0.2879,0.56,0.0896,2,16,1,0,6,0
2,0,1,2,0.5,0.4848,1.0,0.0896,10,22,3,1,3,0
1,0,1,2,0.2,0.197,0.4,0.2239,14,10,1,0,0,0
3,0,1,1,0.66,0.6212,0.74,0.194,20,13,9,0,1,0
4,0,0,2,0.4,0.4091,0.87,0.2836,10,9,12,1,6,0
4,0,1,1,0.36,0.3333,0.37,0.3881,21,8,11,1,3,0
4,0,1,1,0.32,0.303,0.53,0.2537,2,9,11,1,4,0
4,0,1,1,0.26,0.2879,0.7,0.0896,22,29,11,1,3,0
2,0,1,1,0.46,0.4545,0.67,0.2836,2,19,4,0,1,0
3,0,1,1,0.56,0.5303,0.6,0.2836,8,10,9,1,0,1
1,0,1,1,0.3,0.3333,0.45,0.0,17,25,1,0,1,1
2,0,1,1,0.54,0.5152,0.88,0.1045,5,15,6,1,4,0
4,0,0,1,0.32,0.3485,0.81,0.0,20,1,12,1,5,0
2,0,1,1,0.6,0.6061,0.23,0.2836,20,17,4,1,1,0
2,0,1,1,0.64,0.6061,0.73,0.1343,23,25,5,0,2,0
2,0,1,3,0.64,0.5758,0.83,0.2537,19,17,6,0,4,1
4,0,0,1,0.22,0.2576,0.75,0.0896,7,3,12,0,5,1
2,0,1,3,0.66,0.6061,0.83,0.3881,17,27,4,0,2,1
2,0,0,1,0.4,0.4091,0.76,0.1045,4,1,5,0,6,0
2,0,0,1,0.72,0.6667,0.58,0.2537,12,28,5,0,5,0
2,0,0,3,0.36,0.3182,0.93,0.4478,18,22,4,1,6,1
2,0,1,2,0.66,0.5909,0.89,0.0896,5,1,6,0,2,0
1,0,0,1,0.22,0.2273,0.47,0.194,1,23,12,1,6,0
1,1,0,1,0.32,0.3333,0.76,0.0896,12,25,12,1,1,0
3,0,1,1,0.7,0.6667,0.74,0.1045,23,30,8,1,3,0
4,0,1,1,0.56,0.5303,0.64,0.2985,4,15,11,0,1,0
1,0,0,1,0.34,0.3485,0.49,0.1045,16,6,2,0,6,1
4,0,1,2,0.52,0.5,0.88,0.1343,3,25,10,1,3,0
4,0,1,2,0.34,0.3182,0.42,0.2239,14,16,12,0,4,0
4,0,1,1,0.36,0.3333,0.46,0.3881,9,16,12,0,4,1
2,0,0,1,0.76,0.7121,0.58,0.194,13,27,5,1,6,0
4,0,1,1,0.3,0.3333,0.39,0.0,13,6,12,1,3,0
1,1,0,1,0.26,0.2424,0.6,0.2836,20,16,1,1,0,0
4,0,0,2,0.4,0.4091,0.71,0.2836,4,20,11,0,6,0
2,0,1,1,0.68,0.6364,0.44,0.194,20,15,6,1,4,0
2,0,1,2,0.56,0.5303,0.83,0.194,23,2,5,0,0,0
4,0,1,2,0.36,0.3485,1.0,0.1343,5,10,11,0,3,0
2,0,1,1,0.48,0.4697,0.31,0.2537,15,12,4,1,3,0
4,0,1,1,0.34,0.3333,0.39,0.194,17,29,11,1,3,1
4,0,1,1,0.32,0.3182,0.7,0.1642,0,15,12,0,3,0
2,0,1,1,0.56,0.5303,0.88,0.2239,3,4,5,1,4,0
4,0,1,1,0.38,0.3939,0.29,0.4627,20,8,11,1,3,0
4,0,1,1,0.26,0.303,0.81,0.0,7,25,11,0,4,1
3,0,1,1,0.7,0.6667,0.84,0.1343,1,7,8,1,1,0
3,0,1,1,0.8,0.7121,0.36,0.2239,13,24,6,0,4,0
2,0,1,2,0.6,0.5606,0.83,0.2239,23,26,4,0,1,0
1,0,1,1,0.22,0.2273,0.55,0.194,14,22,2,0,1,0
1,0,1,1,0.36,0.3333,0.5,0.3881,19,27,1,1,4,1
3,0,1,1,0.74,0.697,0.7,0.0896,19,25,7,0,0,1
3,0,1,1,0.74,0.6667,0.51,0.2239,0,10,8,0,2,0
2,0,1,3,0.62,0.5606,0.88,0.1642,4,20,6,0,0,0
4,0,1,3,0.44,0.4394,1.0,0.1343,12,7,12,0,2,0
3,0,1,1,0.6,0.6061,0.6,0.0896,23,29,8,0,0,0
3,0,1,1,0.82,0.2424,0.36,0.3284,17,17,8,1,4,1
2,0,1,3,0.64,0.5758,0.89,0.1045,0,30,5,1,2,0
2,0,0,1,0.72,0.6515,0.39,0.3881,14,20,5,1,6,0
2,0,1,3,0.58,0.5455,0.83,0.1343,3,15,5,1,1,0
3,0,1,1,0.84,0.7273,0.32,0.194,12,2,7,1,0,0
2,0,1,1,0.74,0.6515,0.28,0.0,14,15,6,0,2,0
3,0,1,2,0.7,0.6667,0.79,0.2239,6,6,8,1,0,0
3,0,1,1,0.66,0.6212,0.54,0.0,1,28,6,1,3,0
4,0,1,2,0.72,0.6667,0.54,0.194,12,4,10,1,3,0
3,0,1,1,0.96,0.8636,0.31,0.2836,12,29,7,0,4,0
2,0,1,1,0.32,0.303,0.66,0.3284,8,12,4,1,3,1
4,0,1,1,0.36,0.3788,0.93,0.0,8,3,12,1,0,1
4,1,0,1,0.34,0.3485,0.61,0.0,9,24,11,0,3,1
3,0,1,1,0.7,0.6364,0.45,0.1343,1,11,8,0,3,0
2,0,0,1,0.64,0.5909,0.78,0.1343,7,18,6,0,5,1
2,0,1,3,0.62,0.6212,0.57,0.4179,1,5,4,0,1,0
2,0,1,1,0.34,0.3182,0.66,0.2537,4,5,5,0,3,0
3,0,1,1,0.6,0.6061,0.64,0.1343,9,12,9,1,2,1
2,0,1,1,0.86,0.7879,0.44,0.1045,13,20,6,1,2,0
3,0,1,1,0.64,0.6061,0.65,0.0896,7,29,8,1,2,1
4,0,1,1,0.36,0.3485,0.4,0.2239,16,29,11,1,3,1
3,0,1,2,0.7,0.6364,0.39,0.0,13,29,8,0,0,0
1,0,0,2,0.2,0.1818,0.69,0.3881,11,8,1,0,5,0
1,0,0,1,0.16,0.197,0.8,0.0896,22,29,1,0,5,0
1,0,1,1,0.4,0.4091,0.43,0.2836,13,15,2,1,2,0
2,0,1,1,0.42,0.4242,0.26,0.2239,6,9,4,1,0,0
4,0,1,2,0.28,0.2576,0.56,0.2985,2,7,11,1,2,0
1,0,1,1,0.36,0.3485,0.4,0.2239,22,17,2,1,4,0
3,0,1,2,0.68,0.6364,0.89,0.0896,23,3,8,0,2,0
4,0,0,2,0.36,0.3788,0.62,0.0,0,16,12,1,6,0
3,0,1,2,0.8,0.7121,0.38,0.1343,13,13,7,1,4,0
